Ticker,Company Name,2015,2014,2013,2012,2011,2010,2009,2008
HIG,Hartford Financial Services,17801.7,17988.4,16197.8,9790.8,7243.3,11775.9,8908.8,4935.4
HNZ,H. J. Heinz Company,,,,18530.6,17305,15890.4,13584.5,11838.7
HOG,Harley-Davidson,8708.5,13964.8,15230,11040.5,8961.1,8165.5,5904.7,3950
HON,Honeywell Int'l Inc.,79820.5,78218.4,71695.6,49720.6,42039.6,41474,29911.3,23844
HOT,Starwood Hotels & Res,11687.5,14000.3,15246.3,11077.4,9397.9,11728.7,6830.7,3272.6
HP,Helmerich & Payne,5772,7256.8,9034.1,5950.6,6264.2,5151.1,4214.2,2395.8
HPC,Hercules Inc.,,,,,,,,
HPE,Hewlett Packard Enterprise Co,27333,,,,,,,
HPQ,Hewlett-Packard Co,21388,73601.7,53407.6,27761.1,51108.7,92216.9,121778.3,87683.9
HRB,"H&R Block, Inc.",7859.5,9270.4,7963.3,5057,4793.9,3635.5,7447.3,7715.6
HRL,Hormel Foods Corp.,20895.2,13742.5,11921.6,8260.7,7728.2,6841.2,5133,4172
HRS,Harris Corp.,10811.5,7475,7448.2,5503,4059.2,5697.4,6148.9,5044.4
HSH,Hillshire Brands Co,,,4121.4,3394.9,11107.9,11593.7,8473.1,6915.3
HSIC,Henry Schein Inc,13118.1,11437.8,9783.2,7065,5794.1,5644.1,4767.2,3278.3
HSP,Hospira Inc.,,10437,6852.5,5164,5001.9,9283.5,8338.5,4280.5
HST,Host Hotels & Resorts,11529.7,17965.4,14673.3,11354.5,10414.3,12073,7542.3,3976.5
HSY,The Hershey Company,13941.7,22973.2,21769.3,16161.8,13913.2,10704.5,8160,7887.2
HUM,Humana Inc.,26459.5,22023.5,16093.3,10858.9,14324.6,9213.8,7453.9,6289.5
IACI,IAC/InterActiveCorp,,5115.2,5642.5,3980.5,3532.2,2536.2,2545.4,2264.6
IBM,IBM Corp.,133506.5,158919.7,197772.1,214031.8,213886.1,180220.3,170868.6,112698.3
ICE,Intercontinental Exchange,28122.7,24715.5,25873.9,8980.4,8758.3,8715.9,8226.8,5955.8
IFF,Intl Flavors & Fragrances,9601.1,8187.7,6997.4,5431.5,4241.9,4458.9,3256.5,2337.8
IGT,International Game Tech.,,4265.9,4652.6,3770.6,5115.3,5273.4,5567.2,3504
IHRT,iHeartMedia Inc,,,,,,,,
ILMN,Illumina Inc,28101.5,26511,14124.9,6890,3719.8,8019.4,3665.5,3152.3
INTC,Intel Corp.,162569.6,172304.9,128943.3,101945.3,121250,115896.3,112669.2,81538.9
INTU,Intuit Inc.,25476.4,25899.9,21637.7,17650.2,15502.3,15035.8,9594.9,7637.7
IP,International Paper Co.,15629.2,22510,21394.4,17524.9,12933.7,11921.2,11600,5044.5
IPG,Interpublic Group,9459.8,8594.6,7513.7,4600.9,4373.6,5194.2,3587.4,1887.3
IR,Ingersoll-Rand PLC,14433.4,16879,17414.3,14177.3,9053.9,15453.3,11457.9,5531.1
IRM,Iron Mountain Inc.,5703.2,8111.6,5809.8,5899.7,5301.9,5003.6,4632.7,4993.8
ISRG,Intuitive Surgical Inc.,20407.3,19359.2,14671.9,19712.9,18196.3,10026.5,11682.1,4975.8
ITT,ITT Corp.,,3706.1,3938.2,2174.7,1792.9,9567.4,9087.5,8351.3
ITW,Illinois Tool Works,33688.4,36264,36174.2,27671.7,22589.3,26579.6,24107.1,17494
IVZ,Invesco Ltd.,14190.9,16989.6,15764.8,11516.1,8960.1,10771.7,9849.4,5436.7
JAVA,Sun Microsystems Inc,,,,,,,7046.2,2872.6
JBHT,J. B. Hunt Transport Services Inc.,8407.2,9821.4,9062.7,7017.7,5270.1,4958,4106.1,3311.6
JBL,Jabil Circuit,,4237.5,3543.2,3974.3,3999.2,4228.9,3613.4,1393.1
JCI,Johnson Controls,25585.9,31773.6,34064.6,20988.1,21270.7,25874.7,18298.1,10791
JCP,J.C. Penney,,1975.8,2787.1,4322.4,7588.9,7647.8,6280,4373.4
JEC,Jacobs Engineering Group,5162.8,5786.3,8306.1,5544.3,5209.8,5789.3,4682.9,5918.6
JNJ,Johnson & Johnson,284220.5,291041.6,258341.3,194772.1,178663.7,169351.3,177405.8,165679.9
JNPR,Juniper Networks,10649.5,9289.6,11176.7,10000.2,10744,19397,13850.8,9223.4
JNS,Janus Capital Group,,2986.5,2333,1597.7,1180.2,2387.8,2448.2,1267.9
JNY,Jones Apparel Group Inc.,,,1192.3,876,854.6,1342.7,1371.5,488.7
JOY,Joy Global Inc.,,4563.8,5979.3,6756,7880.4,8981.2,5312.8,2351
JPM,JPMorgan Chase & Co.,243065,233935.9,219837.4,167147.6,126342.2,165827.5,171052.6,117681.2
JWN,Nordstrom,9158.5,15092,11816.2,10539.5,10319.8,9238.8,8181.2,2867
K,Kellogg Co.,25612.3,23296.8,22156.3,20176.7,18068.8,18675.1,20289.4,16744.6
KATE,Kate Spade & Co,,4077.1,3942.6,1451.5,870.3,676.9,534.6,247.3
KBH,KB Home,,1519.4,1723.4,1218.7,518.3,1187.8,1204.8,1057
KEY,KeyCorp,11018.5,11945.7,11953.5,7795,7328.6,7793.4,4875.9,4217.4
KG,King Pharmaceuticals Inc.,,,,,,,3048.4,2617.7
KHC,Kraft Heinz Co,88291.1,36802.2,32143,26953,,,,
KIM,Kimco Realty,10936.2,10353.2,8092.2,7878.3,6608.7,7331.9,5486.9,4955.4
KLAC,KLA-Tencor Corp.,10814.9,11438.6,10737.6,7935.1,8044.9,6461.4,6222.2,3701.1
KMB,Kimberly-Clark,46209.1,42210.9,39778.3,32868.6,29107.7,25651,26567.1,21813.3
KMI,Kinder Morgan,33294.2,89915,37104.4,36590.2,22740.7,,,
KMX,Carmax Inc.,10936.2,14042.9,10496.2,8567.3,6902.9,7189.1,5394.5,1736.8
KO,The Coca Cola Co.,186832.4,184928.4,182421.8,162587.1,158918.1,152720.2,132079.3,104734.6
KORS,Michael Kors Holdings,7373,15097.3,16550.8,10220,5206.1,,,
KR,Kroger Co.,40772.7,31270.3,20081.2,13374.3,13587.4,13863.2,13180.3,17140.1
KSS,Kohl's Corp.,9041.1,12269,11974.3,9541.6,12189.5,15812.9,16556.5,11041
KSU,Kansas City Southern,8149.2,13471.1,13649.7,9193.7,7475,4912.8,3202.9,1742.4
L,Loews Corp.,13606.8,15670.7,18679,15966.1,14931.4,16130,15451.3,12291.3
LB,L Brands Inc.,27733.6,25272.6,17998.4,13600.3,11903.3,9864.3,6214.5,3222.8
LDOS,Leidos Holdings Inc,,3220.5,3719.2,3871.4,4190.9,5741.3,7348.7,4090.8
LEG,Leggett & Platt,5718.8,5871.7,4313,3868,3211.8,3327.5,3035.4,2366.8
LEH,Lehman Brothers Holdings,,,,,,,,
LEN,Lennar Corp.,8756.9,9187.8,8086.5,7407.2,3702.1,3499.4,2361.1,1392
LH,LabCorp,12512.4,9128.3,7830.4,8099,8407.9,9003,7880.7,6969.2
LIFE,Life Technologies,,,13100.4,8395.8,6947.5,10115,9403.9,4043.6
LLL,L-3 Comm's Holdings,9368.1,10354.4,9171.6,6929.1,6599.9,7656.9,10030,8752.8
LLTC,Linear Technology Corp.,10156.5,10896.3,10709.6,7939.4,6853.9,7827,6824.3,4905.4
LLY,Eli Lilly and Co.,93366.6,76815.5,57459.2,57233.5,48116.6,40406.1,41031.6,45785.1
LM,Legg Mason,4226.2,6030.4,5175.3,3316.4,3361.5,5521.6,4902.8,3128.9
LMT,Lockheed Martin Corp.,66729.1,60467,47422.5,29625.1,25968.9,24188.9,28105.6,33043.4
LNC,Lincoln National,12437.9,14982.1,13542.4,7122.9,5858.3,8809.1,7518.4,4820.8
LO,Lorillard Inc.,,22658.4,18498.2,14817.1,15048,12062.8,12515.9,9466.8
LOW,Lowe's Cos.,69584.6,66048,51036.5,39427.2,31496.6,33958.3,34126,31634.4
LRCX,Lam Research,12579.5,12638.4,8830.1,5992,4425.4,6382.1,4996.5,2661.9
LSI,LSI Corporation,,,6098.6,3894.8,3342.5,3685,3945.5,2132.4
LUK,Leucadia National Corp.,6301.1,8260.2,10331,5818.6,5561.8,7100,5784.1,4708.7
LUV,Southwest Airlines,28004.3,28591.1,13196.9,7478.5,6613.1,9701.7,8490.1,6378.7
LVLT,Level 3 Comm's,19366.7,16856.4,7784.6,5046.8,3532.4,1637.1,2515.5,
LXK,Lexmark Int'l Inc,,2529.9,2202.2,1481.8,2361.2,2736.9,2029,2090.1
LYB,LyondellBasell,39056.7,38660.5,44059.6,32839.1,18497.9,19420.6,,
M,Macy's Inc.,10996.6,22702.6,19676.9,15423.7,13509.9,10714,7056.2,4352.8
MA,Mastercard Inc.,107118.8,99304.7,99769.8,60547.3,47297.4,29335.6,33219.3,18471.7
MAC,Macerich,12775.5,13195.6,8287.8,8016.7,6686.9,6179.5,3475.2,1396.2
MAR,Marriott Int'l.,17218.4,22110.7,14549.5,11760.2,9775.6,15130.7,9734.7,6790
MAS,Masco Corp.,9522.2,8694,7958.1,5814.3,3646,4413.3,4839,3911.1
MAT,Mattel Inc.,9220.2,10464.2,16143.9,12535,9355.1,8877.6,7230.8,5736
MBI,MBIA Inc,,1831.1,2295.5,1536,2238.5,2395,814.6,846.2
MCD,McDonald's Corp.,108479.7,91189.2,96547.8,88560.8,102659.5,81097.5,67384.4,69313.6
MCHP,Microchip Technology,9453.3,9087.1,8910.5,6366.2,7034.9,6441.9,5352,3555.4
MCK,McKesson Corp.,45384.4,48158.6,37283.4,22009.9,18308.9,17735.8,16937.5,10495.8
MCO,Moody's Corp,19837.2,19580,16789.4,11234,7491.8,6125.1,6347.8,4724.1
MDLZ,Mondelez Int'l,71258.2,60440.1,60200.5,45250,66048.6,55081.6,40168.9,39450.7
MDP,Meredith Corp.,,2415.9,2308.5,1533.3,1471.1,1573.6,1390.3,778.5
MDT,Medtronic Inc.,108161.5,71478,57390,41430.2,40162.5,39686.3,48817.8,35190.4
MEE,Massey Energy Co.,,,,,,5479,3593.7,1174
MER,Merrill Lynch,,,,,,,,18620.9
MET,MetLife Inc.,53591.5,61226,60499.9,35960.2,32987.1,43810.6,28945.8,27665.9
MFE,McAfee Inc.,,,,,,7209.5,6421.7,5307.7
MHFI,McGraw Hill Financial,26646.2,24202.6,21192.2,15252.9,12411.7,11200.5,10567.1,7291.1
MHK,Mohawk Industries,14001,11327.8,10822.9,6256.3,4116.5,3895.4,3259.8,2940.1
MHS,Medco Health Solutions,,,,,21659.2,25153.7,30324.8,20675.3
MI,Marshall & Iisley Corp.,,,,,,3658.4,2863.3,3619.3
MIL,Millipore Inc.,,,,,,,4029,2847
MJN,Mead Johnson,15563.7,20339.2,16919.5,13342.7,14000.3,12742.6,8936.7,
MKC,McCormick & Co.,9949.7,9540.1,9035.4,8417.7,6700.8,6193.1,4761.9,4145
MLM,Martin Marietta Materials,9033.5,7423.8,4623.3,4337.1,3448.2,4204.2,4059.1,4025.1
MMC,Marsh & McLennan,28925.4,30917.7,26441.3,18803.7,17048.8,14777.5,11695.2,12481.2
MMI,Motorola Mobility,,,,,11706,8570.8,,
MMM,3M Company,92751,104365.4,93028.7,63797.2,57280.6,61444.1,58745.9,39873.5
MNK,Mallinckrodt plc,8653.1,11509.6,3034.3,,,,,
MNST,Monster Beverage,30197.5,18172.7,11305.5,8759.6,8029,4651.9,3385.3,3028.7
MO,Altria Group Inc.,114131.1,97134.5,76529.7,63186.2,60617,51424.8,40752.4,31044.2
MOLX,Molex Inc.,,,6885.5,4823.5,4183.7,3957.7,3735.3,2571.1
MON,Monsanto Co.,43375.1,57776.8,61178.7,50644.9,37518.3,37360,44583.7,38548.7
MOS,The Mosaic Co.,9252,16778.2,20137.3,24114,21456.5,34100.3,26606.1,15380.1
MPC,Marathon Petroleum,27630.7,24731.2,27243.8,20979,11884.5,,,
MRK,Merck & Co.,147554.9,161178,146522.7,123910.4,114639.6,111079.1,113574.5,64073.8
MRO,Marathon Oil Corp.,8526.7,19095.8,24604.1,21676.6,20606.1,26291.3,22135,19398.2
MS,Morgan Stanley,61591.3,75947.2,61194,37749,29161.6,41165.4,40239.2,16803.5
MSFT,Microsoft Corp.,443169.4,382880.5,310503,223669.5,217824.4,234527.7,268559.3,172802.2
MSI,Motorola Solutions Inc.,12085.7,14744.2,17178.8,15373.2,14757.3,21351.7,17941.9,10084.9
MTB,M&T Bank Corp.,19381,16621.2,15194.7,12621.6,9594.6,10420.1,7907.9,6336.1
MTG,MGIC Investment,,3155.4,2850.7,537.4,750.4,2042.6,723.1,435.2
MTW,The Manitowoc Company,,2995.5,3118.3,2081.8,1212,1722.5,1303.2,1128.9
MU,Micron Technology,15374.3,37581.7,23011.5,6478.1,6212.6,7994.3,8974.1,2016.3
MUR,Murphy Oil,3862,8967.2,11899.4,11352.7,10798.1,14375.9,10358.4,8458.2
MWW,Monster Worldwide Inc.,,406.3,658.6,624.5,932.8,2861.9,2082.1,1434
MYL,Mylan Inc.,26593.2,21097.8,16127.6,10848.4,9156.5,9215,5648.5,3013.8
NAVI,Navient,4148.4,8681.5,11272.8,7753,6817.3,6634.2,5465.9,4160.3
NBL,Noble Energy Inc.,14112.3,17297.4,24672.3,18269.9,16793.9,15218.1,12461.2,8548.7
NBR,Nabors Industries Ltd.,,3756.9,5014.9,4196,4986.2,6695.3,6201.2,3406.4
NCC,National City Corp.,,,,,,,,3698.6
NDAQ,NASDAQ OMX Group,9553.7,8095.4,6740.4,4138.5,4253.8,4171.3,4189.7,4988.9
NE,Noble Corp.,,4101.1,9496.7,8801.1,7626.1,9023.9,10509.7,5785.3
NEE,NextEra Energy,47845.1,47086.5,37244.7,29336.6,25326.1,21880.6,21847.5,20580.7
NEM,Newmont Mining Corp.,9518.8,9424.9,11461.5,23067.8,29688.6,30268.3,23216.4,18507.8
NFLX,Netflix Inc.,48884.6,20638.7,21945.5,5146.8,3838.6,9273.8,2944,1759.4
NFX,Newfield Exploration Co.,5320.7,3724.4,3355.1,3623.7,5081.7,9680.5,6414.8,2608.5
NI,NiSource Inc.,6217.3,13406.3,10313.7,7722.9,6710.9,4913.4,4254.7,3008.7
NKE,"Nike, Inc.",84342,83073.6,69832.3,23109.4,44225.4,40873,32206,24689.1
NLSN,Nielsen Holdings,16965.1,38646.7,40750.3,13699.9,13625.1,,,
NOC,Northrop Grumman Corp.,34435.7,127345,101773.7,30266.1,26837.2,30996.9,27224.2,21803.9
NOV,National Oilwell Varco Inc.,12583.8,56617.9,70622.6,30611,31201.5,32178.8,21491.8,11831.4
NOVL,"Novell, Inc.",,,,,,2832.7,2022.9,1883.1
NRG,NRG Energy,3697.9,23284.8,25503.4,10296.2,8315.5,9349.8,11508.7,11294.1
NSC,Norfolk Southern Corp.,25256,94703,82433,27695.4,33436.4,30059.1,25552.2,22776.9
NSM,National Semiconductor,,,,,,6584.1,7487.3,4874.9
NTAP,NetApp,7755.9,35812.8,36532.3,15025.6,16644.8,26298.1,16748.9,6762.9
NTRS,Northern Trust Corp.,16668.6,58233.6,54958.3,22464.5,18200.5,26513.4,25542.5,25241
NUE,Nucor Corp.,12880.5,42379.2,47401.4,19329.5,18159.2,20967.7,22739.6,22365.4
NVDA,Nvidia Corp.,17732.5,17323.2,14225.8,5490.7,6360.5,7368.8,9105.6,3906.7
NWL,Newell Rubbermaid Co.,11778.3,32909.8,28780.1,9973.8,7411.4,8699,7316.7,4734.5
NVLS,Novellus Systems,,,,,18948.5,15465,11377.1,5973.8
NWS,News Corp Class B,2786.8,13029.1,15833,,,,,
NWSA,News Corporation,5097.4,13556.2,16001.8,,,,,
NYT,The New York Times Co.,,1987.5,2379.4,1267.6,1142.9,1432.3,1786.2,1054.1
NYX,NYSE Euronext,,,,7632.7,6733.8,7824.8,6578,7091.4
O,Realty Income Corporation,12892.7,10729.1,7745.4,5366.1,4657.5,4037.6,2702.1,2412.5
ODP,Office Depot Inc.,,4677.7,2807.5,937.5,603.1,1496.6,1772.1,819.1
OI,Owens-Illinois Inc.,2801.8,4431.7,5893.5,3487.5,3185.6,5026.1,5541.9,4568.2
OKE,"ONEOK, Inc.",5160.8,10372.4,12847.6,8761,8951.2,5925.1,4720.3,3053.1
OMC,Omnicom Group,18329,19111.8,19157.7,13089.5,12188.2,13075.9,12073.9,8272.5
OMX,OfficeMax Inc.,,,,848,391.2,1505.5,1073.9,580.5
ORCL,Oracle Corp.,155937.2,197479.8,172070.9,157746.8,128912.7,158140.7,122925.2,89468.7
ORLY,O'Reilly Automotive,24997.3,19570.8,13635.5,10101.2,10168,8520.8,5240.3,4144.6
OXY,Occidental Petroleum,51636.2,62507.3,76656.3,62068.2,76064.6,79714.7,66029.1,48584.5
PAYX,Paychex Inc.,19090.4,16766.5,16582.6,11311.6,10912.5,11179.7,11073.5,9482.3
PBCT,People's United Bank,5010.3,4556,4519.4,4005.1,4480.5,4903.5,5604.5,5971.3
PBG,Pepsi Bottling Group Inc.,,,,,,,8287.5,4749.6
PBI,Pitney-Bowes,4069.1,4899.1,4708.5,2137.4,3703.4,4919,4715.8,5253.5
PCAR,PACCAR Inc.,16753.8,24109.5,20963.9,15977.2,13369.3,20946.3,13202,10373
PCG,PG&E Corp.,26087.2,25337.6,18394.7,17306.2,16993.2,18907.7,16577.3,14026.5
PCL,Plum Creek Timber Co.,8307.9,7526.8,8232.3,7187.9,5897.1,6051.9,6147.3,5766.8
PCLN,Priceline.com Inc,63472.1,59214.5,60454.1,30939.5,23291,19636.3,9955.3,3018.2
PCP,Precision Castparts,31921.8,34149.1,39109.9,27741.1,23921.2,19969.8,15634.2,8323.3
PCS,MetroPCS,,,,3612.5,3140.9,4484.7,2691.2,5211.1
PDCO,Patterson Companies,4495.2,4959.1,4326,3645.5,3276.7,3764.4,3435.9,2286.5
PEG,Public Serv. Enterprise Inc.,19575.7,20946.7,16207.7,15480.3,16701.3,16095.1,16824.2,14760.5
PEP,PepsiCo Inc.,145568.6,140705.3,126815.3,105655.9,103771.4,103286.7,95152,85057.8
PETM,"PetSmart, Inc.",,8081.9,7322.9,7198.3,5647.8,4598.9,3224,2349.8
PFE,Pfizer Inc.,199280.7,196265.5,198515.2,184653.4,166346,140254.2,146784.9,119417.4
PFG,Principal Financial Group,13167.9,15265.2,14556.3,8379.2,7407.1,10432.2,7668.8,5852.4
PG,Procter & Gamble,216040.7,246136,221291.2,185626.9,183540.6,180072.1,177144.7,184576.3
PGN,Progress Energy Inc.,,,,,16526.2,12736.9,11467.5,10484
PGR,Progressive Corp.,18577.6,15864.7,16247.5,12757.1,11959.6,13161.9,12100.1,10019
PH,Parker-Hannifin,13187.3,18369.6,19184,12687.4,11506.4,13970.4,8663.9,6834.8
PHM,PulteGroup Inc,6221.6,7928.6,7767.1,7020.8,2414.3,2872.9,3806.9,2821.8
PKI,PerkinElmer,5996.3,4918.8,4643.6,3651.2,2263.1,2987.8,2409.5,1629
PLD,Prologis,22503.4,21923.7,18430.6,16850,13111.3,8231.9,6491.3,3708.7
PLL,Pall Corp.,,11117.6,9541.1,6881,6572,5724.9,4230.9,3390
PM,Philip Morris Int'l,136198.6,125995,138449.7,138308.2,135449.3,105458.4,90942.5,87336
PNC,PNC Financial SVCS Group Inc,48399,47713.3,41350.1,30787.7,30392.1,31938.7,24389,21707
PNR,Pentair Ltd.,8928,12117.8,15328.6,10131.6,3283.2,3592.9,3186.6,2326.2
PNW,Pinnacle West Capital,7147.6,7553.1,5830.8,5594.7,5263.5,4508.5,3710.5,3241.5
POM,Pepco Holdings Inc.,6596.6,6806,4788.7,4510.6,4618.3,4107.7,3745.2,3887.8
PPG,PPG Industries,26609.2,31432.2,26295.6,20785.2,12681.2,13483.3,9698.2,6967
PPL,PPL Corp.,22928.3,24190.3,18966.4,16661.1,17016.7,12722.9,12186.8,11495.9
PRGO,Perrigo,21184.4,23536.1,20517.6,9776.7,9076.8,5845.2,3628,2976.7
PRU,Prudential Financial,36553.1,41144.2,42702.9,24800.2,23558.4,28403.8,22994.6,12749.1
PSA,Public Storage,42890.7,31876.6,25855.7,24844.4,22890.3,17165.6,13717.3,13378.9
PSX,Phillips 66,43635.4,39175.6,45520.6,33110.3,,,,
PTV,Pactiv LLC,,,,,,,3194.5,3272
PVH,PVH Corp.,6035.3,10575.7,11176.4,8093.9,4796.7,4225.8,2111.4,1036.4
PWR,Quanta Services Inc.,3235.1,6031.9,6702.1,6026,4442.1,4206.5,4359.1,3891.9
PX,Praxair Inc.,29168.2,37476.8,38246.2,32422.3,31912.9,29022.4,24613.2,18215.3
PXD,Pioneer Natural Resources,18729,22178.7,26253.5,13148.5,10903.7,10011,5509.4,1853.4
PYPL,PayPal Holdings Inc.,44225.2,,,,,,,
Q,Qwest Communications,,,,,,13426.4,7280.1,6212.6
QCOM,"Qualcomm, Inc.",75132.2,122941.8,125259.8,106151.8,92278.9,80866.7,77439.2,59083.7
QEP,QEP Resources,,3546.6,5483.3,5400.2,5180.2,6386.9,,
QLGC,QLogic Corp.,,1161.8,1031.2,875.3,1481.7,1782.3,2119.2,1606.5
QRVO,Qorvo,7194.3,,,,,,,
R,Ryder System,3036.1,4924.8,3935.1,2565,2717.8,2693.9,2199.3,2158.4
RAI,Reynolds American Inc.,65953,34145.6,26897.3,22908.3,23863.5,19018.9,15436.7,11748.4
RCL,Royal Caribbean Cruises,22265.7,18076.7,10454.8,7438.2,5376.5,10147.4,5408.6,2926.3
RDC,Rowan Companies plc,,2904.8,4393,3884.1,3748.2,4408.9,2577.2,1797.3
REGN,Regeneron,55454.7,42021.9,27437.8,16643.9,5144,2935.7,1961.1,1466.8
RF,Regions Financial Corp.,12532.5,14297.6,13625.7,10077.1,5412.9,8793.7,6308.9,5503.3
RHI,Robert Half International,6254.8,7889.1,5772.2,4436.9,4043.8,4473.2,3973.3,3142.6
RHT,Red Hat Inc.,15137.9,12678.4,10621,10246.6,8016.5,8806.2,5819.3,2512.7
RIG,Transocean,4503.1,6640.6,17829,16055.5,13429.1,22179.3,26597.3,15085.1
RL,Polo Ralph Lauren Corp.,6556.5,16164.5,15820.7,13597.7,12744.8,10670.5,7984.6,4500.1
ROH,Rohm and Haas Co.,,,,,,,,12063.5
ROK,Rockwell Automation Inc.,13522.9,15061.4,16400.6,11742.1,10447.4,10211.5,6699.3,4571
ROP,Roper Industries,19131.8,15659.7,13772.3,10968.5,8381,7235.7,4898.7,3894.4
ROST,Ross Stores,21793.3,19556.1,15991.6,11938.8,10782.8,7467.5,5250.3,3786
RRC,Range Resources Corp.,4168.2,9013.2,13771.4,10210.8,9980.5,7192.7,7882.2,5343.3
RRD,R.R. Donnelley,,3358.6,3686.9,1621.8,2575.8,3609.3,4580.9,2794.8
RSG,Republic Services Inc.,15275,14196.2,11965.3,10591.1,10190.7,11457.3,10780.4,9383
RSH,RadioShack Corp.,,,260.4,211.1,969.4,2104.6,2441.3,1493.4
RTN,Raytheon Co.,37495.7,33240.6,28525.2,18885.4,16396,16654.6,19469.4,20421.1
RX,IMS Health Inc.,,,,,,,3846.8,2757.2
S,Sprint Corp,,16458.9,42290.5,17066.7,7010.6,12639.2,10881.2,5228.3
SAF,Safeco Corp.,,,,,,,,
SBUX,Starbucks Corp.,89132.5,61570.3,59302,40163.5,34627.1,24058.9,17214.3,6981.5
SCG,SCANA Corp.,8645,8619.1,6617.1,6024.5,5857.8,5156.2,4634.6,4200.8
SCHW,Charles Schwab Corp.,43353.1,39570.7,33719,18345.3,14313.3,20572.8,21870.9,18710.3
SE,Spectra Energy Corp.,16073.6,24357.3,23865.4,18289.8,20018.3,16218.5,13270,9617.1
SEE,Sealed Air Corp.,8805.1,8932.9,6680.6,3406.7,3305.4,4054.3,3474.4,2358.8
SGP,Schering-Plough Corp.,,,,,,,,27690.8
SHLD,Sears Holding Corporation,,3528.9,5198.2,4384.2,3368.7,8038.8,9596.8,4742.1
SHW,Sherwin-Williams Co.,24169,24910.9,18373.7,15885,9271,8963,6746.8,6992.8
SIAL,Sigma-Aldrich Corp.,,16335.1,11187.2,8829.6,7557.7,8120.3,6151.9,5157.5
SIG,Signet Jewelers Limited,9837.3,10565.1,6311.7,4346.8,3820.1,3741.1,2284.6,739.4
SII,Smith International Inc.,,,,,,,6744.5,5015.4
SJM,J.M. Smucker Co.,14760.7,10276,10832.8,9355.6,8853.2,7613.8,7355.8,5134.9
SLB,Schlumberger Ltd.,87962,108924.4,117803.5,92048.1,91110.2,113657.8,77782.6,50546.3
SLG,SL Green Realty Corp,11269.9,11583.6,8775.5,6994.3,5716.6,5286.4,3894.4,1477.4
SLM,SLM Corp.,,4312.1,11274.1,7759.9,6820.6,6113.6,5348.6,4158.8
SNA,Snap-On Inc.,9950.8,7946.4,6364.9,4601.6,2947.3,3291.9,2440.3,2262.1
SNDK,SanDisk Corporation,15253.2,21138.5,15892,10502.3,11936,11792,6628.8,2170.8
SNI,Scripps Networks Int.,5223.7,9943.7,12633.9,8623.5,6666.1,8675.7,6879.9,3602.5
SO,Southern Co.,42529.3,44580.9,36468.1,37149.1,40046.6,32240.9,27310.6,28756.1
SOV,Sovereign Bancorp.,,,,,,,,1978.6
SPG,Simon Property Group Inc.,60163.2,56597.6,47262.3,48992.7,37889.9,29146.8,22802.8,12290
SPLS,Staples Inc.,6095.1,11602.6,10373.9,7628.7,9663.9,16415.2,17917.9,12823.7
SRCL,Stericycle Inc.,10249.2,11126.6,9932.5,8021,6599.5,6897.8,4673.7,4440
SRE,Sempra Energy,23334.2,27431.4,21942.8,17193.7,13196.4,12618.7,13799.5,10372.9
SSP,E.W. Scripps Co.,,1273.9,1216.9,600.2,434.8,592.1,380.5,118.9
STI,SunTrust Banks,21831.8,21978.2,19733.7,15279.5,9504.3,14767.9,10127.9,10472.4
STJ,"St. Jude Medical, Inc.",17459.9,18641.5,17910.8,10684.7,10962.8,14065.5,11936.5,11382.1
STR,Questar Corp.,,4434.1,4025.5,3458,3533.1,3072.9,7258.1,5675
STT,State Street Corp.,26775.3,32592.8,31860.7,21561.7,19648.1,23246.2,21549.4,16973.2
STX,Seagate Technology,10962.5,21867.5,18447.1,10875.3,7623.7,6806.2,9076.8,2161.8
STZ,Constellation Brands,24663.2,18985.4,13373.3,6496.5,4131.7,4631.7,3534.5,3449.3
SUN,Sunoco Inc.,,,,,4381.4,4861.2,3052.3,5079.5
SUNE,SunEdison Inc,,5308.7,3483,742.5,909.4,2566.2,3097.2,3205.9
SWK,Stanley Black & Decker,15980.3,15096.6,12545.6,11831.6,11427.6,11123.6,4145.5,2689.7
SWKS,Skyworks Solutions Inc.,14686.1,13873.1,5389.3,3896,3048,5295.6,2484.5,918.7
SWN,Southwestern Energy,2733.6,9673.7,13880.7,11728.1,11145.8,13009.8,16671.3,9948.3
SVU,Supervalu Inc.,,2522,1866.2,526.1,1721.4,2041.6,2694.5,3095.2
SWY,Safeway Inc.,,8095.2,7494.4,4332.6,6240.5,8276.3,8266.9,10195
SYF,Synchrony Financial,25356.6,24804.5,,,,,,
SYK,Stryker Corp.,34945.4,35656.7,28402.9,20831.6,18939.5,21002.1,20042.2,15836.2
SYMC,Symantec Corp.,14186,17509.9,16306.8,12970.5,11415.8,12776.8,14423.6,11099.7
SYY,Sysco Corp.,23145.1,23459.4,21092.7,18532.3,17123.5,17093.5,16542.5,13567.4
T,AT&T Inc.,211690.3,174231.3,185222.9,191472.8,179202.2,173635.8,165405,167950.5
TAP,Molson Coors Brewing Co.,16817.3,13823.5,10342.8,7766.4,7837.2,9375.5,8372.7,8996.4
TDC,Teradata Corp.,3513.9,6460.3,7246.6,10255.2,8115.7,6919,5302.2,2574.5
TE,TECO Energy,6268.9,4813.1,3746.3,3630.2,4130.4,3825.2,3469.5,2629.3
TEG,Integrys Energy Group Inc.,,6225.1,4342.3,4088.2,4241.6,3763.5,3208.9,3284.7
